,Brand,Property,City,Brand Category,IG Post / Carousel,IG Highlight,IG Reels,Google Maps,New System,,
112,W,W Studio City - Macau,Macau,B Luxury,"https://www.instagram.com/p/DKUqFOOJI5W/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/p/DKQpz00JQ_3/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/stories/highlights/18171067351336527/,"https://www.instagram.com/reel/DKUvQUTJkr9/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DKUg92yJsF9/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DKUcQPAps3k/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DKTYTf3pho2/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DKSDJjIJM4A/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DKQxHKwpTXR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DKQruJppet-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/VDTVGqUno5vzjRGD8,,,
113,W,W Taipei,Taipei,B Luxury,"https://www.instagram.com/p/DNHYzq_SthL/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/p/DNNFw-cscm0/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/stories/highlights/18098782612620176/,"https://www.instagram.com/reel/DNI2p6dpoRZ/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DNK5hTqpfyL/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DNLQvcKJ_Y8/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DNNGWZlsJIg/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/zquKCT8gezumJS7X7,,,
114,W,W Xiamen,Xiamen,B Luxury,"https://www.instagram.com/p/DJvEmVYSMwd/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/p/DJqlxhSpKJu/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/stories/highlights/18062690111088781/,"https://www.instagram.com/reel/DJvpU2EpbJp/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/reel/DJvFeGNyTRw/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DJtQgfhJ8sH/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DJtPsfVJLCm/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DJqnMb6pM0N/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DJqmiK-p3Vo/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/ezbC3oqbUmUVS3da7,,,
115,W ,W Xi'an,Xi'an,B Luxury,"https://www.instagram.com/p/DGQ5S5UzMGp/?igsh=bW54M2pwdnVvaHY4 
https://www.instagram.com/p/DGV26cwSwMe/?igsh=eTZlbXZzZTFmY3Nn 
https://www.instagram.com/p/DGV4bx_y12Q/?igsh=NnU0ZzgxOXl2Njhn ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDcxODcyNDY1Nzg5Mzcx?igsh=MXZzOXhkOTVha3ZxNg==,"https://www.instagram.com/reel/DGYKTD-JvXe/?igsh=MXc0ejAzb2s4ZnNuYQ==
https://www.instagram.com/reel/DGV3h2zS_7E/?igsh=MWhxbng5OTF5N2hvNg== 
https://www.instagram.com/reel/DGUj1EspXM6/?igsh=MW1kYWhkOGZ6ejZrbw== 
https://www.instagram.com/reel/DGTZPA8SWbn/?igsh=ejdsZnh0aXdvNXBk 
https://www.instagram.com/reel/DGTYdH0SDEw/?igsh=azJzNmdtbHN0bTg3 ",https://maps.app.goo.gl/oypJtYEfcFDw4wxp9,,,
116,Alila,Alila Bangsar Kuala Lumpur,Kuala Lumpur,C Lower Luxury,SOON,SOON,SOON,SOON,Y,,
117,Alila,Alila SCBD Jakarta,Jakarta,C Lower Luxury,,https://www.instagram.com/s/aGlnaGxpZ2h0OjE3ODg1NzQ1NTUyMDU5NjU2?igsh=ZzVtdXQ1Z3oyNGYz,https://www.instagram.com/reel/C8hzxc3SKKa/?igsh=ZWxtcHlrcTk1dXY=,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURqLXJfMUN3EAE!2m1!1s0x0:0x8b806823aab21af6!3m1!1s2@1:CIHM0ogKEICAgIDj-r_1Cw%7CCgwIn--ZswYQ6I7A1gE%7C?hl=en-US&g_st=ic,,,
118,Club Med,Club Med Bali,Bali,C Lower Luxury,SOON,SOON,SOON,SOON,Y,,
119,Conrad,Conrad Bangkok,Bangkok,C Lower Luxury,"https://www.instagram.com/p/DA_d4eQSOfc/?igsh=ZzVmeThkMm5xanM5 
https://www.instagram.com/p/DBAYdKPyBmk/?igsh=bHdvOXAza2hucG8x ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDQ3ODI4MzkyNzYzODAz?igsh=dGtjcXY3N2pscWVq,"https://www.instagram.com/reel/DAU_twbSo8F/?igsh=dm5mOWUyNWp5N2d3
https://www.instagram.com/reel/DAVqli8Sxrh/?igsh=MTF0dW5icG10eGVrMw== ",https://maps.app.goo.gl/KDWi3yXL7rqSgzVdA?g_st=ic,,,
120,Conrad,Conrad Los Angeles,Los Angeles,C Lower Luxury,"https://www.instagram.com/p/DM-dMGqJe4O/?igsh=MXV2b2FkbjluM3Rocw==
https://www.instagram.com/p/DM-bkEYJUz4/?igsh=MTdvZzRxNDgzeHJuOA== ",https://www.instagram.com/stories/highlights/18398495470189022/,https://www.instagram.com/reel/DM-cNUnJaId/?igsh=MTFnMWFncHpnczB0,https://maps.app.goo.gl/4J4DYJPTjie9jJgL7,,,
121,Conrad,Conrad Tokyo,Tokyo,C Lower Luxury,"https://www.instagram.com/p/DN3aJSzUmrw/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/p/DN8cFHzCUOh/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/stories/highlights/18054914234608846/,"https://www.instagram.com/reel/DN3iO4A5LI2/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/reel/DN6k7x5k3VC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DN6mzUOEyKD/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DN8cxmdCePI/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/kTAj7LoAfstEG7EH6,,,
122,Galaxy,Galaxy Hotel Macau,Macau,C Lower Luxury,"https://www.instagram.com/p/DKPSUo-JDXk/?igsh=eG4xem9sbTF5M3Ax
https://www.instagram.com/p/DKIwuToTWiG/?igsh=ZG5nejZtYjltZHY1 ",https://www.instagram.com/stories/highlights/18118974022412637/,"https://www.instagram.com/reel/DKPi2YYJbLh/?igsh=emc5ZG5mYTJicXYw
https://www.instagram.com/reel/DKPIzjBpZx0/?igsh=dzRvZ2swNHN1bHB2 
https://www.instagram.com/reel/DKOC3AwpWpu/?igsh=MXcwZ3NoZ3M0dHo5Mw== 
https://www.instagram.com/reel/DKMY543J6Qy/?igsh=cDVxM3dhbTdvOXBy 
https://www.instagram.com/reel/DKLgeAAp8xj/?igsh=a2o4aWtqY3F4aDBn 
https://www.instagram.com/reel/DKKRMeSp7ML/?igsh=eGdjdnl1OGVpYTQ2 
https://www.instagram.com/reel/DKKBjMzJn3E/?igsh=MTZjbDgyOWNrdjQ1cw== 
https://www.instagram.com/reel/DKJ8YHUJj4A/?igsh=MXUyb2wzaTRpb2gwOQ== ",https://maps.app.goo.gl/hRMXYsbKuQgNj3TA7,,,
123,Hoshinoya,"Hoshinoya Bali, Ubud",Bali,C Lower Luxury,"https://www.instagram.com/p/C4o9iyeLmbU/?igsh=ZG9xaGw4MzBxbm4x
https://www.instagram.com/p/C4mlSmaL35t/?igsh=Z200MGNmd2dheXV6 
https://www.instagram.com/p/C4kqleFr5GY/?igsh=c2MwdTE0eTh0OHFm ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDA2ODMzMzk2MTI2MjQy?igshid=ZWI2YzEzYmMxYg==,"https://www.instagram.com/reel/C7hTpTQhDJq/?hl=en
https://www.instagram.com/reel/CkaXxPGv7XD/?igshid=MzRlODBiNWFlZA==",https://maps.app.goo.gl/xNYHQgHq1aXTqRLb9?g_st=ic,,,
124,Hoshinoya,Hoshinoya Tokyo,Tokyo,C Lower Luxury,"https://www.instagram.com/p/DHzndGbSHL8/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/p/DHyD2v6pjls/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDY0OTczMTY0Nzg0NTYw?igsh=MW15Ynh0b3BwNmxjbg==,"https://www.instagram.com/reel/DHzf_LnzZpN/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DHyFY5OJnvH/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DHyES_BJnwJ/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/LjGqtDELXGuexJJS8,,,
125,InterContinental,ANA InterContinental Tokyo,Tokyo,C Lower Luxury,https://www.instagram.com/p/DRHyUPOCUtp/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://www.instagram.com/stories/highlights/18029884262552005/,https://www.instagram.com/reel/DRHy6okiSfr/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://maps.app.goo.gl/Jp9Q4fuAC5mgUSZL6,Y,,
126,InterContinental,InterContinental Bali,Bali,C Lower Luxury,"https://www.instagram.com/p/DEaSRvCSeXa/?igsh=MTc0d2tydGExcWZleQ==
https://www.instagram.com/p/DEiCpe2Sx2H/?igsh=djcybjU4ZTVjZ2x1 ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDIwNTQyMjY1MzcyMDc1?igsh=N3VscDhzZWhoeWph ,"https://www.instagram.com/reel/DEaSeBeSup4/?igsh=d2l2NXRjcmx4djh2 
https://www.instagram.com/reel/DEaWStCSBN_/?igsh=MW92ZDVtb25xYzZ3NA== 
https://www.instagram.com/reel/DEc2vf5y3fn/?igsh=MWxpMm5tZ2hlZjEzbQ== 
https://www.instagram.com/reel/DEfd2aYS8n1/?igsh=MWpkN3F5OGE4bHhkcA== 
https://www.instagram.com/reel/DEkhyCqSvYK/?igsh=NGFxdXkwc2tlejlp ",https://maps.app.goo.gl/ivebLMdyzt3F7hr99,,,
127,InterContinental,InterContinental Bandung ,Bandung,C Lower Luxury,"https://www.instagram.com/p/DBhwInphdj1/?igsh=MTFlYjh3dzBzYTc2dA==
https://www.instagram.com/p/DBoqxGEyX5X/?igsh=ZTJwaWRxbmQ3NHA1 ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDQ3NDUzMzQ3OTkwNjU0?igsh=MTFybTR5YzJrNG8wYQ==,"https://www.instagram.com/reel/DBh5EZpyUIa/?igsh=cDI5NTc4ZG80ajlk 
https://www.instagram.com/reel/DBosV_mSO49/?igsh=NHAwY2JxbTkwMWxz 
https://www.instagram.com/reel/DBus12mKVGQ/?igsh=MTJiY21lOWE4Njd0bg== ",https://maps.app.goo.gl/zrS2aTKF9Ce6AEou7?g_st=ic,,,
128,InterContinental,InterContinental Bangkok Sukhumvit,Bangkok,C Lower Luxury,"https://www.instagram.com/p/DL2rz3rJjx4/?igsh=MTByazl6dnZ2d3B4dg==
https://www.instagram.com/p/DL2oKy4JeWs/?igsh=cDNhN3drM21xMTdt ",https://www.instagram.com/stories/highlights/18068621863869436/,"https://www.instagram.com/reel/DL5PAHMJPAW/?igsh=M3JvZmVidGN0dzlx
https://www.instagram.com/reel/DL2q9DIJods/?igsh=a2NhOXZ5YnVhN2k= 
https://www.instagram.com/reel/DL2qD1JpvOg/?igsh=OXBnamRvZG5qdXZw 
https://www.instagram.com/reel/DL2pWDgpLs4/?igsh=aG82d2dheWI4a2F0 
https://www.instagram.com/reel/DL2ooU0pbNV/?igsh=MW9kMHNua3l6dDBoZA== ",https://maps.app.goo.gl/3pcbamyjGebvzkFTA,,,
129,InterContinental,InterContinental Century City Chengdu,Chengdu,C Lower Luxury,"https://www.instagram.com/p/DFqPPgXyyB1/?igsh=eGxuYmdnNG5udWRl
https://www.instagram.com/p/DFuwfs2plOz/?igsh=MWY3ZmY4ZjIxd2g1Mg== ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTA3MzI4ODY4NDY3OTIz?igsh=M2x2NjFuNnNzdHI2,"https://www.instagram.com/reel/DFsuZ1eSj5Y/?igsh=MW12NWc2eXdlMzU4cA==
https://www.instagram.com/reel/DFvF77zSauM/?igsh=OGExN3B0emQ5cmd2 ",https://maps.app.goo.gl/gZ4soXnNFS7CjijU6?g_st=ic,,,
130,InterContinental,InterContinental Jakarta Pondok Indah,Jakarta,C Lower Luxury,"https://www.instagram.com/p/DN0qEuaUlr-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/p/DN0svcFUuju/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/stories/highlights/18077121538797225/,"https://www.instagram.com/reel/DN0rPpO0kwb/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/reel/DN0tg_p0tNP/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/nVwXrJUgTXsrNi5P7,,,
131,InterContinental,InterContinental Khao Yai Resort 🗝️,Khao Yai,C Lower Luxury,"https://www.instagram.com/p/DLxUgCspdyb/?igsh=MWJhZnExcm9vYXJneA==
https://www.instagram.com/p/DLvFTMRSvUv/?igsh=MWlydmhweGQ0enVlNg== ",https://www.instagram.com/stories/highlights/18281372926251133/,"https://www.instagram.com/reel/DLxVBj1JAEL/?igsh=Mm55bDBwczRkbGNs
https://www.instagram.com/reel/DLxTxEwJeuM/?igsh=Mnh3b3V2b3kycXZm 
https://www.instagram.com/reel/DLxTRyiJnjX/?igsh=MWRsZzh0d2tyZzIwNA== 
https://www.instagram.com/reel/DLxTRyiJnjX/?igsh=MWRsZzh0d2tyZzIwNA== 
https://www.instagram.com/reel/DLvGb_JTnPb/?igsh=MXM3NTJ4eDQxZmZ2NA== 
https://www.instagram.com/reel/DLvFqZKTH0e/?igsh=MXUzZmMxZXQwZjBhMw== ",https://maps.app.goo.gl/Z8cyErmseFv8mF486,,,
132,InterContinental,InterContinental Mark Hopkins San Francisco,San Francisco,C Lower Luxury,"https://www.instagram.com/p/DMtu0ftpkPl/?igsh=MWpmM2drbTNoc21hbg==
https://www.instagram.com/p/DMokmuRJfBV/?igsh=MTVpM2hkM24wM203NQ== ",https://www.instagram.com/stories/highlights/18230847007288811/,"https://www.instagram.com/reel/DMtw-1fpN89/?igsh=bDAxajB1MzFna3l6
https://www.instagram.com/reel/DMtwGqspnTN/?igsh=MTV0eHhiYnVsdnMzbA== 
https://www.instagram.com/reel/DMpPSeDp3fS/?igsh=MTdybmRiYmd2YWo3OA== 
https://www.instagram.com/reel/DMpAhTapsku/?igsh=MTY3YjMzNDA5MW9vNA== ",https://maps.app.goo.gl/PXD6UosxPcyd3qUG7,,,
133,InterContinental,InterContinental Osaka 🗝️,Osaka,C Lower Luxury,"https://www.instagram.com/p/DHTzJbyzAF5/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/p/DHRLR40yAKv/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/p/DHRKxRPSiXy/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDg5OTg5MjQ5NTY1Mjg1?igsh=enNrcm9iZ2w0OXJr,"https://www.instagram.com/reel/DHWublvT9KD/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DHTzfZzzhX4/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DHRL22byd3t/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/LKd7iQmXr751EhXx7,,,
134,InterContinental,InterContinental Singapore,Singapore,C Lower Luxury,"https://www.instagram.com/p/DNqbF6sp5OL/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/p/DNs2JxkUikG/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/stories/highlights/18051951140552720/,"https://www.instagram.com/reel/DNqcT3Wp1am/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/reel/DNs0FC_Ut3K/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DNs1aaD0n9Y/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DNxZHWMUtBT/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/cDb6ivaVoVr6FwJ77,,,
135,JW Marriott,JW Marriott Hanoi,Hanoi,C Lower Luxury,https://www.instagram.com/p/ClbdF7yBbiY/?igshid=MzRlODBiNWFlZA==,https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDM3MDEzNjI2NzIwMzc3?igshid=ZWI2YzEzYmMxYg==,https://www.instagram.com/reel/C9uAPsvSyP9/?igsh=MTFzaGlibDhvamhreg==,https://maps.app.goo.gl/TncwhndRihrmtxuj7?g_st=ic ,,,
136,JW Marriott,JW Marriott Jakarta,Jakarta,C Lower Luxury,https://www.instagram.com/p/C6XrX1QLGIv/?igsh=MWg3N2w5NWNnMzB6aQ==,https://www.instagram.com/s/aGlnaGxpZ2h0OjE3ODg0NDk1NzA2OTcwNDc0?igshid=ZWI2YzEzYmMxYg==,https://www.instagram.com/reel/C9VMx6SSs_C/?igsh=MWNxbWZlZXlvdnVuYg==,https://maps.app.goo.gl/JbhwZMX2zwFB5U9y8,,,
137,JW Marriott,JW Marriott Medan,Medan,C Lower Luxury,,https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTY5MjAyMTk0NjUzMTYw?igshid=ZWI2YzEzYmMxYg==,https://www.instagram.com/reel/C8z0PtTyKPf/?igsh=czhnbXRqdDg4MXBk,https://maps.app.goo.gl/foNQxry1bVz2kKTKA,,,
138,JW Marriott,JW Marriott Shenzhen Bao'an,Shenzhen,C Lower Luxury,"https://www.instagram.com/p/DJirz34pLVx/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/p/DJkw7mGTIW_/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/p/DJnTO7kTr2m/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/stories/highlights/18046752074436936/,"https://www.instagram.com/reel/DJiyHQfJQAT/?igsh=dXpzczl5eG05amJj 
https://www.instagram.com/reel/DJkujlrzbzN/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DJnTcBBzmyc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DJnSiqazta3/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/kcFsFT9KVAi97ZTA9,,,
139,JW Marriott,JW Marriott Surabaya,Surabaya,C Lower Luxury,,https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDM5NTUxMjEyNTI5MjAw?igshid=ZWI2YzEzYmMxYg==,https://www.instagram.com/reel/CgPFaQ_u0H_/?igshid=ZWI2YzEzYmMxYg==,https://maps.app.goo.gl/iQFw1mpNvXTufFo29,,,
140,JW Marriott,"JW Marriott, Harbin River North",Harbin,C Lower Luxury,"https://www.instagram.com/p/C2carMMrpq6/?img_index=1
https://www.instagram.com/p/C2hA4APrQn6/?img_index=1 
https://www.instagram.com/p/C2nF8XFBUE9/?img_index=1 ",https://www.instagram.com/stories/highlights/18045333547545226/,https://www.instagram.com/reel/C7LjCd1La96/?igsh=cWNld2Y3d3pneTNr,https://maps.app.goo.gl/yzu48jKo83imL8MFA,,,
141,JW Marriott,"JW Marriott, South Beach Singapore",Singapore,C Lower Luxury,"https://www.instagram.com/p/Ch1qDqFrMhS/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/p/C0lV6ekrOex/?igshid=ZWI2YzEzYmMxYg== 
https://www.instagram.com/p/C0gadYrrcW5/?igshid=ZWI2YzEzYmMxYg== ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTg1MzI3MTg1NTMxNTA3?igshid=ZWI2YzEzYmMxYg==,https://www.instagram.com/p/C6XrX1QLGIv/?igsh=MWg3N2w5NWNnMzB6aQ==,https://maps.app.goo.gl/EQgZcetCp6MZEog9A,,,
142,Kempinski,"Hotel Indonesia, Kempinski Jakarta",Jakarta,C Lower Luxury,,https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTA1NjQ2MDMzNzk4Mjkz?igshid=ZWI2YzEzYmMxYg==,,https://maps.app.goo.gl/Fhqdor2qTNKadpfAA,,,
143,Kempinski,Siam Kempinski Hotel Bangkok,Bangkok,C Lower Luxury,SOON,SOON,SOON,SOON,Y,,
144,Kempinski,The Apurva Kempinski,Bali,C Lower Luxury,"https://www.instagram.com/p/Cxo2J4OBHDV/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/p/CeOa6bTLlLK/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/p/CduN68UhtLh/?igshid=MzRlODBiNWFlZA==",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTA5NTYyMjM2MzUwMTU3?igshid=ZWI2YzEzYmMxYg==,"https://www.instagram.com/reel/C714g95SLhS/
https://www.instagram.com/reel/CV3If1oBPu7/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/reel/Cd8bN2Lv8En/?igshid=ZWI2YzEzYmMxYg==
https://www.instagram.com/reel/Cd13F0JhbPf/?igshid=ZWI2YzEzYmMxYg== ",https://maps.app.goo.gl/1LsJTiBSVUWYLtRv5,,,
145,Langham,"The Langham, Jakarta 🗝️🗝️",Jakarta,C Lower Luxury,"https://www.instagram.com/p/Cz0Br--LaxI/?igshid=ZWI2YzEzYmMxYg==
https://www.instagram.com/p/Cz7Q5yTBJ0C/?igshid=ZWI2YzEzYmMxYg==",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4Mjg1Njk0OTMzMTU3NzY4?igshid=ZWI2YzEzYmMxYg==,"https://www.instagram.com/reel/CdJGcAdBU1K/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/reel/Cc6Sm3eBeon/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/reel/CcvYya0h70j/?igshid=MzRlODBiNWFlZA==
 https://www.instagram.com/reel/CcaIFYiJQNV/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/reel/CchHGYuu5P3/?igshid=ZWI2YzEzYmMxYg==",https://maps.app.goo.gl/zvN2uy1nS7hm5B3z7?g_st=ic,,,
146,Mulia,Hotel Mulia Jakarta,Jakarta,C Lower Luxury,,https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTI4NTkyNjEzOTMxOTQ2?igsh=NGlpYzUwOG81NDZh,https://www.instagram.com/reel/C_8X3vxS-4b/?igsh=NWJsaDk1N2Fzd3Jv,https://maps.app.goo.gl/DDKenZCgGWEAKgzx9,,,
147,Oberoi,"The Oberoi Beach Resort, Bali",Bali,C Lower Luxury,SOON,SOON,SOON,SOON,Y,,
148,Oberoi,"The Oberoi Beach Resort, Lombok",Lombok,C Lower Luxury,SOON,SOON,SOON,SOON,Y,,
149,Preferred Hotel,Dusit Thani Bangkok 🗝️,Bangkok,C Lower Luxury,"https://www.instagram.com/p/DLaYv4IpnTk/?igsh=NHB1cGF4MmY3Nmxi
https://www.instagram.com/p/DLYAdN2zmza/?igsh=bXk5NDEzcTNjeTg= ",https://www.instagram.com/stories/highlights/17940748916897923/,"https://www.instagram.com/reel/DLaZWKFJdNJ/?igsh=Nm94M3FqcW52NXc4
https://www.instagram.com/reel/DLaYzy0JGTj/?igsh=cjV3djJpZTVxM2N3 
https://www.instagram.com/reel/DLYBEOkTZMr/?igsh=MTdpcmxiYm1lOW51eQ== 
https://www.instagram.com/reel/DLYAtXpTbui/?igsh=ZWo3d3BqODNmdWpv ",https://maps.app.goo.gl/1cysGZ8oZgYVULVv6,,,
150,Sands,Marina Bay Sands,Singapore,C Lower Luxury,https://www.instagram.com/p/DEJVgQGS2z0/?igsh=MTFqMmphZmtkcGo5MA==,https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTE1Mjg1Nzc1MDMwMjgw?igsh=N3didWhzc2Q3NTA1,https://www.instagram.com/reel/DDsENZzzea0/?igsh=aXM4MjY0aDM5ZzZ0,https://maps.app.goo.gl/h5nRS8FAuuTyZHwc6?g_st=ic,,,
151,Small Luxury Hotel,137 Pillars Suites & Residences 🗝️,Bangkok,C Lower Luxury,SOON,SOON,SOON,SOON,Y,,
152,Small Luxury Hotel,Sowaka Ryokan Kyoto,Kyoto,C Lower Luxury,"https://www.instagram.com/p/DHrEUnTzP_E/?igsh=MTBoeGswbGZtN3hqcg== 
https://www.instagram.com/p/DHrDFGJzl8D/?igsh=MThxZ2ZuanMxZm1kMw== 
https://www.instagram.com/p/DHrB8GDzYD1/?igsh=MXUyM3FlZnkwaGow ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MzMzNTU2MjA3MDkwNzY5?igsh=cjZ1N2w3NWJlZmxz,"https://www.instagram.com/reel/DHrClICTR9v/?igsh=dGdjcG03bzByZDly 
https://www.instagram.com/reel/DHvXSkVplNR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/z4nZSMQThh4ZrK459,,,
153,Small Luxury Hotel,The Sukhothai Bangkok 🗝️🗝️,Bangkok,C Lower Luxury,"https://www.instagram.com/p/DA2DtpMyRXQ/?igsh=cWR3NzJyOGs0NGpv
https://www.instagram.com/p/DA3JwMkyiE2/?igsh=MWp6ZnpqY29xMnR0Ng== ",https://www.instagram.com/reel/DACZ5XyhXGu/,"https://www.instagram.com/reel/DACZ5XyhXGu/
https://www.instagram.com/reel/DAF6xQOyVIj/?igsh=MTJxNHB1Z2J0MWE3Yg==
https://www.instagram.com/reel/DATYw7fS-SW/?igsh=MXNkbG8zcjIxMWxtcA== 
https://www.instagram.com/reel/DA2pI5XyZtf/?igsh=MXNkbHYzcXhsdnd0OQ== ",https://maps.app.goo.gl/6VHLNyDW2Bh6b9GY8?g_st=ic,,,
